GDLIN,OBRAT,BLACK,HISPAN,MARRIED,LOANPRC,fit,se.fit,residual.scale,UL,LL,PredictedProb,RACE
Does not meet guidelines,27,1,0,Not Married,75.44244799788136,-1.7748801492371578,0.3208902836019949,1,0.24123231956952082,0.08288147778496112,0.1449364839487664,non-Hispanic Black
Does not meet guidelines,28,1,0,Not Married,75.44244799788136,-1.8052746456331257,0.3178695308134545,1,0.23464781585155167,0.08104006031302119,0.14121019792056053,non-Hispanic Black
Does not meet guidelines,29,1,0,Not Married,75.44244799788136,-1.8356691420290936,0.3152207378845032,1,0.22831741121869195,0.07918284701728005,0.13756430109271167,non-Hispanic Black
Does not meet guidelines,30,1,0,Not Married,75.44244799788136,-1.8660636384250613,0.3129533496047351,1,0.22223741437261849,0.07731126972448427,0.1339978497409008,non-Hispanic Black
Does not meet guidelines,31,1,0,Not Married,75.44244799788136,-1.8964581348210292,0.31107570610493573,1,0.21640345727550933,0.07542701320996895,0.13050986903213652,non-Hispanic Black
Does not meet guidelines,32,1,0,Not Married,75.44244799788136,-1.9268526312169971,0.3095948986854162,1,0.2108105355998514,0.0735320128267091,0.12709935566589856,non-Hispanic Black
Does not meet guidelines,33,1,0,Not Married,75.44244799788136,-1.9572471276129648,0.30851664155904096,1,0.205453054434115,0.07162844623150175,0.12376528044074178,non-Hispanic Black
Does not meet guidelines,34,1,0,Not Married,75.44244799788136,-1.9876416240089325,0.3078451646675555,1,0.20032487924533735,0.06971871895845771,0.12050659074347313,non-Hispanic Black
Does not meet guidelines,35,1,0,Not Married,75.44244799788136,-2.0180361204049007,0.3075831321171675,1,0.195419391856818,0.0678054438679208,0.11732221295849038,non-Hispanic Black
Does not meet guidelines,36,1,0,Not Married,75.44244799788136,-2.0484306168008684,0.30773158983163784,1,0.19072955093210417,0.06589141479992923,0.1142110547953287,non-Hispanic Black
Does not meet guidelines,37,1,0,Not Married,75.44244799788136,-2.078825113196836,0.3082899447940133,1,0.18624795618857157,0.06397957506163093,0.11117200753288772,non-Hispanic Black
Does not meet guidelines,38,1,0,Not Married,75.44244799788136,-2.109219609592804,0.30925597683047634,1,0.18196691532041556,0.062072981652096106,0.10820394817921979,non-Hispanic Black
Does not meet guidelines,39,1,0,Not Married,75.44244799788136,-2.139614105988772,0.3106258823941372,1,0.17787851241563202,0.060174766351604694,0.10530574154613606,non-Hispanic Black
Does not meet guidelines,40,1,0,Not Married,75.44244799788136,-2.1700086023847396,0.3123943483553896,1,0.17397467652393475,0.05828809495621101,0.1024762422382423,non-Hispanic Black
Does not meet guidelines,41,1,0,Not Married,75.44244799788136,-2.2004030987807073,0.3145546525154709,1,0.17024724898473007,0.056416126009898225,0.09971429655634348,non-Hispanic Black
Does not meet guidelines,42,1,0,Not Married,75.44244799788136,-2.2307975951766754,0.3170987865277265,1,0.16668804815985094,0.054561970372277585,0.09701874431545986,non-Hispanic Black
Does not meet guidelines,43,1,0,Not Married,75.44244799788136,-2.261192091572643,0.32001759620225984,1,0.1632889303296157,0.052728652864712504,0.09438842057797497,non-Hispanic Black
Does not meet guidelines,44,1,0,Not Married,75.44244799788136,-2.291586587968611,0.3233009338128743,1,0.16004184569021865,0.050919077074700184,0.09182215730269055,non-Hispanic Black
Does not meet guidelines,45,1,0,Not Married,75.44244799788136,-2.321981084364579,0.32693781701260616,1,0.15693888861739422,0.04913599418551092,0.08931878491079523,non-Hispanic Black
Does not meet guidelines,46,1,0,Not Married,75.44244799788136,-2.3523755807605466,0.3309165892564894,1,0.15397234161492535,0.047381976456370205,0.08687713376996128,non-Hispanic Black
Does not meet guidelines,47,1,0,Not Married,75.44244799788136,-2.3827700771565143,0.3352250771657989,1,0.15113471262612718,0.04565939572878082,0.08449603559797114,non-Hispanic Black
Does not meet guidelines,48,1,0,Not Married,75.44244799788136,-2.413164573552482,0.3398507409731093,1,0.1484187656334749,0.04397040709552693,0.08217432478744172,non-Hispanic Black
Does not meet guidelines,49,1,0,Not Married,75.44244799788136,-2.44355906994845,0.34478081498629676,1,0.14581754469151373,0.04231693765517616,0.07991083965336018,non-Hispanic Black
Does not meet guidelines,50,1,0,Not Married,75.44244799788136,-2.473953566344418,0.3500024358325903,1,0.14332439172126923,0.040700680096496265,0.07770442360527309,non-Hispanic Black
Does not meet guidelines,51,1,0,Not Married,75.44244799788136,-2.5043480627403856,0.35550275703342427,1,0.14093295853549442,0.039123090719357344,0.07555392624607916,non-Hispanic Black
Does not meet guidelines,52,1,0,Not Married,75.44244799788136,-2.5347425591363537,0.3612690491745359,1,0.13863721366242415,0.037585391402388764,0.0734582043994703,non-Hispanic Black
Does not meet guidelines,53,1,0,Not Married,75.44244799788136,-2.5651370555323214,0.36728878554628985,1,0.13643144459378764,0.03608857497052051,0.0714161230681416,non-Hispanic Black
Does not meet guidelines,54,1,0,Not Married,75.44244799788136,-2.595531551928289,0.37354971362343686,1,0.1343102561055251,0.034633413392845744,0.06942655632495294,non-Hispanic Black
Does not meet guidelines,55,1,0,Not Married,75.44244799788136,-2.6259260483242572,0.3800399131298222,1,0.13226856529315822,0.033220468246938854,0.06748838813927464,non-Hispanic Black
Does not meet guidelines,56,1,0,Not Married,75.44244799788136,-2.656320544720225,0.3867478416989316,1,0.1303015939347353,0.03185010291331803,0.0656005131407846,non-Hispanic Black
Does not meet guidelines,57,1,0,Not Married,75.44244799788136,-2.6867150411161926,0.39366236930817866,1,0.12840485874917534,0.030522496006806447,0.06376183732300798,non-Hispanic Black
Does not meet guidelines,58,1,0,Not Married,75.44244799788136,-2.7171095375121603,0.4007728027490935,1,0.1265741600625004,0.029237655604407574,0.06197127868890528,non-Hispanic Black
Does not meet guidelines,59,1,0,Not Married,75.44244799788136,-2.7475040339081285,0.4080689014135807,1,0.1248055693337814,0.027995433887139026,0.06022776784081632,non-Hispanic Black
Does not meet guidelines,60,1,0,Not Married,75.44244799788136,-2.777898530304096,0.4155408856441173,1,0.12309541593057363,0.026795541872223893,0.058530248517063205,non-Hispanic Black
Does not meet guidelines,61,1,0,Not Married,75.44244799788136,-2.808293026700064,0.4231794388275452,1,0.12144027348312311,0.025637563969242393,0.0568776780775007,non-Hispanic Black
Does not meet guidelines,62,1,0,Not Married,75.44244799788136,-2.838687523096032,0.4309757043203047,1,0.11983694608976146,0.02452097214729769,0.055269027940281955,non-Hispanic Black
Does not meet guidelines,63,1,0,Not Married,75.44244799788136,-2.8690820194919997,0.43892127818762366,1,0.11828245459398032,0.023445139548690944,0.05370328397207939,non-Hispanic Black
Does not meet guidelines,64,1,0,Not Married,75.44244799788136,-2.8994765158879674,0.44700819862819047,1,0.11677402310740218,0.022409353427371857,0.0521794468339665,non-Hispanic Black
Does not meet guidelines,65,1,0,Not Married,75.44244799788136,-2.9298710122839355,0.45522893284507987,1,0.11530906591248315,0.021412827327329395,0.05069653228512867,non-Hispanic Black
Does not meet guidelines,66,1,0,Not Married,75.44244799788136,-2.9602655086799032,0.46357636201731495,1,0.11388517484420342,0.020454712447238583,0.0492535714465266,non-Hispanic Black
Does not meet guidelines,67,1,0,Not Married,75.44244799788136,-2.990660005075871,0.47204376492718864,1,0.11250010722090134,0.019534108163431096,0.04784961102658902,non-Hispanic Black
Does not meet guidelines,68,1,0,Not Married,75.44244799788136,-3.0210545014718386,0.4806248007079422,1,0.11115177437033269,0.0186500717040925,0.04648371351096135,non-Hispanic Black
Does not meet guidelines,69,1,0,Not Married,75.44244799788136,-3.0514489978678063,0.48931349109538275,1,0.10983823077744395,0.017801626984059,0.04515495731828266,non-Hispanic Black
Does not meet guidelines,70,1,0,Not Married,75.44244799788136,-3.0818434942637745,0.4981042024956639,1,0.10855766386468745,0.01698777262226335,0.04386243692390801,non-Hispanic Black
Does not meet guidelines,71,1,0,Not Married,75.44244799788136,-3.112237990659742,0.5069916281194585,1,0.10730838440342143,0.016207489173322556,0.04260526295343558,non-Hispanic Black
Does not meet guidelines,72,1,0,Not Married,75.44244799788136,-3.14263248705571,0.5159707703795683,1,0.10608881754551418,0.015459745611491799,0.04138256224783846,non-Hispanic Black
Does not meet guidelines,73,1,0,Not Married,75.44244799788136,-3.173026983451678,0.525036923703885,1,0.10489749445723526,0.014743505109708144,0.0401934779019415,non-Hispanic Black
Does not meet guidelines,74,1,0,Not Married,75.44244799788136,-3.2034214798476457,0.5341856578777467,1,0.10373304453244506,0.014057730159134287,0.03903716927792187,non-Hispanic Black
Does not meet guidelines,75,1,0,Not Married,75.44244799788136,-3.2338159762436134,0.5434128019982698,1,0.10259418815862212,0.01340138707585567,0.03791281199545107,non-Hispanic Black
Does not meet guidelines,76,1,0,Not Married,75.44244799788136,-3.2642104726395815,0.552714429097367,1,0.10147973000707289,0.01277344994149938,0.03681959790003462,non-Hispanic Black
Does not meet guidelines,77,1,0,Not Married,75.44244799788136,-3.2946049690355492,0.5620868414691219,1,0.10038855281748695,0.012172904023792818,0.03575673501104405,non-Hispanic Black
Does not meet guidelines,78,1,0,Not Married,75.44244799788136,-3.324999465431517,0.5715265567202694,1,0.09931961164660809,0.01159874872168614,0.034723447450874995,non-Hispanic Black
Does not meet guidelines,79,1,0,Not Married,75.44244799788136,-3.3553939618274846,0.5810302945490957,1,0.09827192855099438,0.01105000007780602,0.033718975356604584,non-Hispanic Black
Does not meet guidelines,80,1,0,Not Married,75.44244799788136,-3.3857884582234528,0.5905949642475614,1,0.09724458767449802,0.01052569289883321,0.03274257477546182,non-Hispanic Black
Does not meet guidelines,81,1,0,Not Married,75.44244799788136,-3.4161829546194205,0.6002176529133707,1,0.09623673071207275,0.010024882522022943,0.03179351754536571,non-Hispanic Black
Does not meet guidelines,82,1,0,Not Married,75.44244799788136,-3.446577451015388,0.6098956143526373,1,0.09524755272272308,0.009546646263604608,0.030871091161727888,non-Hispanic Black
Does not meet guidelines,83,1,0,Not Married,75.44244799788136,-3.4769719474113563,0.6196262586493685,1,0.09427629826576342,0.0090900845822794,0.029974598631660743,non-Hispanic Black
Does not meet guidelines,84,1,0,Not Married,75.44244799788136,-3.507366443807324,0.629407142374898,1,0.09332225783599554,0.008654321988533994,0.029103358316675723,non-Hispanic Black
Does not meet guidelines,85,1,0,Not Married,75.44244799788136,-3.5377609402032917,0.6392359594083737,1,0.09238476457489084,0.008238507728047344,0.02825670376490326,non-Hispanic Black
Does not meet guidelines,86,1,0,Not Married,75.44244799788136,-3.56815543659926,0.6491105323382459,1,0.09146319123634869,0.00784181626511487,0.027433983533813114,non-Hispanic Black
Does not meet guidelines,87,1,0,Not Married,75.44244799788136,-3.5985499329952275,0.6590288044142121,1,0.09055694738705997,0.007463447589769409,0.026634561004362945,non-Hispanic Black
Does not meet guidelines,88,1,0,Not Married,75.44244799788136,-3.628944429391195,0.6689888320191143,1,0.08966547682292131,0.007102627370155986,0.02585781418745316,non-Hispanic Black
Does not meet guidelines,89,1,0,Not Married,75.44244799788136,-3.659338925787163,0.6789887776307201,1,0.08878825518430677,0.006758606969724216,0.025103135523518904,non-Hispanic Black
Does not meet guidelines,90,1,0,Not Married,75.44244799788136,-3.689733422183131,0.6890269032440665,1,0.08792478775429628,0.006430663346941757,0.024369931676043108,non-Hispanic Black
Does not meet guidelines,91,1,0,Not Married,75.44244799788136,-3.7201279185790987,0.6991015642260034,1,0.08707460742518465,0.00611809885350491,0.023657623319730363,non-Hispanic Black
Does not meet guidelines,92,1,0,Not Married,75.44244799788136,-3.7505224149750664,0.7092112035746962,1,0.08623727281974286,0.005820240945425571,0.02296564492403794,non-Hispanic Black
Does not meet guidelines,93,1,0,Not Married,75.44244799788136,-3.7809169113710346,0.7193543465580657,1,0.08541236655478011,0.005536441819903529,0.02229344453271945,non-Hispanic Black
Does not meet guidelines,94,1,0,Not Married,75.44244799788136,-3.8113114077670023,0.7295295957064265,1,0.0845994936355545,0.005266077989543689,0.02164048353999631,non-Hispanic Black
Does not meet guidelines,95,1,0,Not Married,75.44244799788136,-3.84170590416297,0.739735626135899,1,0.08379827997051065,0.005008549804243612,0.02100623646393437,non-Hispanic Black
Does not meet guidelines,0,1,0,Married,75.44244799788136,-0.5152653664902409,0.4842462523335361,1,0.6067943760642011,0.1877971061066002,0.3739600141659865,non-Hispanic Black
Does not meet guidelines,1,1,0,Married,75.44244799788136,-0.5456598628862088,0.47523504377984904,1,0.595271425522757,0.18586273740813036,0.3668719389412331,non-Hispanic Black
Does not meet guidelines,2,1,0,Married,75.44244799788136,-0.5760543592821767,0.46632056703225455,1,0.5836885680670884,0.1839153228726054,0.3598409899786202,non-Hispanic Black
Does not meet guidelines,3,1,0,Married,75.44244799788136,-0.6064488556781444,0.45750847653526555,1,0.5720616833401303,0.18195387975792915,0.3528696868934271,non-Hispanic Black
Does not meet guidelines,4,1,0,Married,75.44244799788136,-0.6368433520741121,0.44880480326021893,1,0.5604070137190608,0.17997737741027484,0.34596045212578996,non-Hispanic Black
Does not meet guidelines,5,1,0,Married,75.44244799788136,-0.6672378484700803,0.4402159779253314,1,0.5487410888888034,0.17798473676327836,0.3391156083706529,non-Hispanic Black
Does not meet guidelines,6,1,0,Married,75.44244799788136,-0.697632344866048,0.4317488546314349,1,0.5370806474163806,0.17597483031443142,0.33233737632894716,non-Hispanic Black
Does not meet guidelines,7,1,0,Married,75.44244799788136,-0.7280268412620157,0.4234107346228292,1,0.5254425560462023,0.17394648270059843,0.32562787278018746,non-Hispanic Black
Does not meet guidelines,8,1,0,Married,75.44244799788136,-0.7584213376579838,0.4152093897970274,1,0.513843727446574,0.17189847201497024,0.31898910897508514,non-Hispanic Black
Does not meet guidelines,9,1,0,Married,75.44244799788136,-0.7888158340539515,0.4071530854861395,1,0.5023010371298918,0.16982953202991088,0.31242298934523727,non-Hispanic Black
Does not meet guidelines,10,1,0,Married,75.44244799788136,-0.8192103304499192,0.3992506019151823,1,0.4908312402432031,0.1677383555136191,0.30593131052549216,non-Hispanic Black
Does not meet guidelines,11,1,0,Married,75.44244799788136,-0.8496048268458871,0.3915112536082137,1,0.4794508888828356,0.1656235988526256,0.29951576068321273,non-Hispanic Black
Does not meet guidelines,12,1,0,Married,75.44244799788136,-0.879999323241855,0.38394490586228985,1,0.4681762505282565,0.16348388821578394,0.29317791914736685,non-Hispanic Black
Does not meet guidelines,13,1,0,Married,75.44244799788136,-0.9103938196378227,0.3765619872435588,1,0.45702322811876245,0.1613178275170725,0.2869192563291783,non-Hispanic Black
Does not meet guidelines,14,1,0,Married,75.44244799788136,-0.9407883160337904,0.369373496882927,1,0.4460072822155259,0.1591240084520961,0.28074113392497685,non-Hispanic Black
Does not meet guidelines,15,1,0,Married,75.44244799788136,-0.9711828124297586,0.362391005166675,1,0.43514335560545525,0.1569010228939147,0.27464480539089314,non-Hispanic Black
Does not meet guidelines,16,1,0,Married,75.44244799788136,-1.0015773088257263,0.3556266462392721,1,0.4244458006177763,0.1546474779342647,0.26863141667815993,non-Hispanic Black
Does not meet guidelines,17,1,0,Married,75.44244799788136,-1.031971805221694,0.34909310057427323,1,0.4139283093456667,0.15236201384217912,0.262702007217001,non-Hispanic Black
Does not meet guidelines,18,1,0,Married,75.44244799788136,-1.0623663016176619,0.3428035657416865,1,0.40360384690091194,0.15004332517859892,0.2568575111364245,non-Hispanic Black
Does not meet guidelines,19,1,0,Married,75.44244799788136,-1.0927607980136298,0.33677171342818857,1,0.3934845877871375,0.14769018524748198,0.2510987587066731,non-Hispanic Black
Does not meet guidelines,20,1,0,Married,75.44244799788136,-1.1231552944095975,0.3310116307760031,1,0.383581855464469,0.14530147397576498,0.2454264779906285,non-Hispanic Black
Does not meet guidelines,21,1,0,Married,75.44244799788136,-1.1535497908055654,0.3255377442265458,1,0.37390606520264913,0.14287620919142405,0.23984129669012114,non-Hispanic Black
Does not meet guidelines,22,1,0,Married,75.44244799788136,-1.1839442872015333,0.3203647243170117,1,0.36446667038628267,0.14041358110728974,0.2343437441728403,non-Hispanic Black
Does not meet guidelines,23,1,0,Married,75.44244799788136,-1.214338783597501,0.3155073703113918,1,0.35527211254793256,0.13791298961709653,0.22893425366539208,non-Hispanic Black
Does not meet guidelines,24,1,0,Married,75.44244799788136,-1.2447332799934687,0.3109804741754577,1,0.34632977556119227,0.13537408377211244,0.22361316459798808,non-Hispanic Black
Does not meet guidelines,25,1,0,Married,75.44244799788136,-1.2751277763894369,0.30679866424002433,1,0.33764594462024305,0.13279680253921666,0.21838072508627626,non-Hispanic Black
Does not meet guidelines,26,1,0,Married,75.44244799788136,-1.3055222727854046,0.3029762299323526,1,0.3292257708519403,0.1301814156582284,0.2132370945359341,non-Hispanic Black
Does not meet guidelines,27,1,0,Married,75.44244799788136,-1.3359167691813723,0.29952693016166076,1,0.32107324263129106,0.127528563138121,0.20818234635582525,non-Hispanic Black
Does not meet guidelines,28,1,0,Married,75.44244799788136,-1.3663112655773402,0.2964637892620326,1,0.31319116487466003,0.12483929168540536,0.20321647076578067,non-Hispanic Black
Does not meet guidelines,29,1,0,Married,75.44244799788136,-1.396705761973308,0.2937988857341452,1,0.3055811477353582,0.12211508617524988,0.19833937768537802,non-Hispanic Black
Does not meet guidelines,30,1,0,Married,75.44244799788136,-1.4271002583692758,0.29154314026767225,1,0.29824360618944973,0.11935789419054302,0.1935508996904701,non-Hispanic Black
Does not meet guidelines,31,1,0,Married,75.44244799788136,-1.4574947547652437,0.28970611053123113,1,0.29117777194402406,0.11657014169725324,0.18885079502464042,non-Hispanic Black
Does not meet guidelines,32,1,0,Married,75.44244799788136,-1.4878892511612116,0.28829580084458417,1,0.2843817189019545,0.1137547381192931,0.18423875065323264,non-Hispanic Black
Does not meet guidelines,33,1,0,Married,75.44244799788136,-1.5182837475571793,0.2873184949730773,1,0.27785240306586506,0.11091506943225383,0.17971438534811002,non-Hispanic Black
Does not meet guidelines,34,1,0,Married,75.44244799788136,-1.548678243953147,0.28677861982033515,1,0.2715857172672441,0.10805497840435091,0.17527725279184256,non-Hispanic Black
Does not meet guidelines,35,1,0,Married,75.44244799788136,-1.5790727403491152,0.28667864671441146,1,0.2655765604922354,0.10517873174582583,0.17092684469058636,non-Hispanic Black
Does not meet guidelines,36,1,0,Married,75.44244799788136,-1.6094672367450829,0.2870190353294434,1,0.25981892089072856,0.10229097463675542,0.16666259388550766,non-Hispanic Black
Does not meet guidelines,37,1,0,Married,75.44244799788136,-1.6398617331410505,0.2877982231779239,1,0.25430597086154194,0.0993966738251059,0.16248387745320672,non-Hispanic Black
Does not meet guidelines,38,1,0,Married,75.44244799788136,-1.6702562295370187,0.2890126612291993,1,0.24903017197175714,0.09650105115292913,0.15839001978621153,non-Hispanic Black
Does not meet guidelines,39,1,0,Married,75.44244799788136,-1.7006507259329864,0.29065689377801723,1,0.2439833869572201,0.09360950991327889,0.15438029564522837,non-Hispanic Black
Does not meet guidelines,40,1,0,Married,75.44244799788136,-1.731045222328954,0.2927236784308288,1,0.23915699571524385,0.09072755681148499,0.15045393317545688,non-Hispanic Black
Does not meet guidelines,41,1,0,Married,75.44244799788136,-1.7614397187249218,0.2952041401995454,1,0.23454201207020647,0.08786072247048388,0.146610116879894,non-Hispanic Black
Does not meet guidelines,42,1,0,Married,75.44244799788136,-1.79183421512089,0.2980879523417851,1,0.23012919817391012,0.08501448337438718,0.14284799054316147,non-Hispanic Black
Does not meet guidelines,43,1,0,Married,75.44244799788136,-1.8222287115168576,0.3013635358419658,1,0.22590917367695265,0.08219418790507031,0.13916666009999076,non-Hispanic Black
Does not meet guidelines,44,1,0,Married,75.44244799788136,-1.8526232079128253,0.3050182692930264,1,0.221872517236931,0.07940498873079176,0.13556519644308676,non-Hispanic Black
Does not meet guidelines,45,1,0,Married,75.44244799788136,-1.8830177043087934,0.30903870135201905,1,0.21800985846349435,0.07665178330386455,0.13204263816566345,non-Hispanic Black
Does not meet guidelines,46,1,0,Married,75.44244799788136,-1.9134122007047611,0.31341075879372693,1,0.2143119589841476,0.07393916367078877,0.12859799423449741,non-Hispanic Black
Does not meet guidelines,47,1,0,Married,75.44244799788136,-1.9438066971007288,0.31811994433776836,1,0.2107697818965503,0.07127137624452212,0.12523024658987847,non-Hispanic Black
Does not meet guidelines,48,1,0,Married,75.44244799788136,-1.9742011934966965,0.3231515197345634,1,0.20737454940999936,0.06865229167741038,0.12193835266934995,non-Hispanic Black
Does not meet guidelines,49,1,0,Married,75.44244799788136,-2.0045956898926645,0.32849067093532347,1,0.20411778894009608,0.06608538453534203,0.11872124785261949,non-Hispanic Black
Does not meet guidelines,50,1,0,Married,75.44244799788136,-2.034990186288632,0.33412265343703934,1,0.20099136828858608,0.06357372212661097,0.11557784782548713,non-Hispanic Black
Does not meet guidelines,51,1,0,Married,75.44244799788136,-2.0653846826846,0.34003291701181637,1,0.19798752080922521,0.061119961588567924,0.11250705086107765,non-Hispanic Black
Does not meet guidelines,52,1,0,Married,75.44244799788136,-2.095779179080568,0.3462072099578655,1,0.1950988616340942,0.058726354177656835,0.10950774001708131,non-Hispanic Black
Does not meet guidelines,53,1,0,Married,75.44244799788136,-2.1261736754765357,0.35263166373078625,1,0.19231839612360646,0.05639475563340471,0.10657878524809557,non-Hispanic Black
Does not meet guidelines,54,1,0,Married,75.44244799788136,-2.1565681718725034,0.3592928593331114,1,0.18963952172197004,0.054126641480047366,0.10371904543252639,non-Hispanic Black
Does not meet guidelines,55,1,0,Married,75.44244799788136,-2.1869626682684715,0.36617787717647765,1,0.1870560243639606,0.05192312617498012,0.10092737031384644,non-Hispanic Black
Does not meet guidelines,56,1,0,Married,75.44244799788136,-2.217357164664439,0.3732743323115964,1,0.18456207050402784,0.04978498509578639,0.09820260235632178,non-Hispanic Black
Does not meet guidelines,57,1,0,Married,75.44244799788136,-2.247751661060407,0.3805703969771593,1,0.1821521957388654,0.04771267846350362,0.09554357851560716,non-Hispanic Black
Does not meet guidelines,58,1,0,Married,75.44244799788136,-2.2781461574563746,0.38805481238031947,1,0.17982129088123813,0.04570637641759531,0.09294913192487607,non-Hispanic Black
Does not meet guidelines,59,1,0,Married,75.44244799788136,-2.3085406538523427,0.3957168915161258,1,0.1775645862251861,0.04376598457885396,0.09041809349739216,non-Hispanic Black
Does not meet guidelines,60,1,0,Married,75.44244799788136,-2.3389351502483104,0.403546514684904,1,0.17537763462744235,0.04189116955360761,0.0879492934466475,non-Hispanic Black
Does not meet guidelines,61,1,0,Married,75.44244799788136,-2.369329646644278,0.4115341191942287,1,0.17325629392159558,0.04008138394170128,0.08554156272538879,non-Hispanic Black
Does not meet guidelines,62,1,0,Married,75.44244799788136,-2.3997241430402463,0.4196706845505101,1,0.1711967090830349,0.038335890509093265,0.08319373438502929,non-Hispanic Black
Does not meet guidelines,63,1,0,Married,75.44244799788136,-2.430118639436214,0.4279477142650791,1,0.16919529447547701,0.03665378527223223,0.08090464485709731,non-Hispanic Black
Does not meet guidelines,64,1,0,Married,75.44244799788136,-2.4605131358321817,0.4363572152283101,1,0.16724871643431988,0.035034019315367336,0.07867313515850885,non-Hispanic Black
